farmer_id,name,state,district,village,latitude,longitude,crop,variety,quantity_kg,grade,harvest_date,expected_price
F219,Meena,Punjab,Ludhiana,Jagraon,25.1234,75.9593,Rice,Local,400,B,04-09-2026,31.63
F220,Kavitha,Andhra Pradesh,Guntur,Narasaraopet,25.4181,87.368,Tomato,Local,400,A,05-08-2026,25.49
F221,Ashok,Punjab,Ludhiana,Jagraon,18.0007,83.5157,Cotton,Local,500,A,05-09-2026,73.82
F222,Santosh,Uttar Pradesh,Meerut,Kharkhoda,24.1569,82.8746,Cotton,Bt Cotton,1200,A,18-08-2026,58.08
F223,Ganesh,Uttar Pradesh,Lucknow,Mohanlalganj,14.4349,75.8551,Onion,Local,50,C,29-08-2026,22.2
F224,Ramesh,Uttar Pradesh,Lucknow,Mohanlalganj,25.7577,86.0921,Onion,Local,100,A,06-08-2026,26.94
F225,Anitha,Punjab,Amritsar,Tarn Taran,12.2308,79.3302,Onion,Bellary Red,600,C,16-08-2026,26.44
F226,Rekha,Punjab,Amritsar,Tarn Taran,19.1531,75.0769,Chilli,Guntur Sannam,100,A,18-08-2026,85.27
F227,Kavitha,Maharashtra,Nagpur,Katol,17.2052,85.7826,Chilli,Guntur Sannam,500,A,20-08-2026,60.41
F228,Rajesh,Punjab,Amritsar,Tarn Taran,15.412,87.504,Maize,Hybrid,250,A,14-09-2026,19.21
F229,Deepak,Punjab,Amritsar,Rayya,29.0055,76.7972,Rice,Sona Masuri,400,A,26-08-2026,32.3
F230,Naveen,Maharashtra,Nagpur,Katol,14.9093,83.6997,Tomato,Arka Rakshak,500,C,14-08-2026,27.65
F231,Ravi,Andhra Pradesh,Krishna,Machilipatnam,16.7938,80.2869,Cotton,Bt Cotton,250,B,15-09-2026,63.46
F232,Vijay,Uttar Pradesh,Lucknow,Mohanlalganj,28.6168,75.5312,Potato,Kufri Jyoti,300,B,04-09-2026,17.94
F233,Naveen,Andhra Pradesh,Krishna,Machilipatnam,29.7698,78.6424,Groundnut,Local,800,C,13-09-2026,62.93
F234,Kavitha,Karnataka,Bengaluru Rural,Angondhalli,21.1552,80.2409,Cotton,Bt Cotton,600,B,05-09-2026,66.61
F235,Sunita,Uttar Pradesh,Meerut,Mawana,29.1949,75.9835,Tomato,Hybrid PKM-1,100,A,06-08-2026,20.55
F236,Suresh,Punjab,Amritsar,Ajnala,18.4538,74.9404,Potato,Local,300,A,29-08-2026,19.22
F237,Naveen,Andhra Pradesh,Guntur,Tenali,20.642,78.6339,Sugarcane,Co-86032,1000,B,16-08-2026,3.52
F238,Savitri,Uttar Pradesh,Meerut,Mawana,22.0104,76.7625,Wheat,HD-2967,1000,B,26-08-2026,20.23
F239,Mahesh,Uttar Pradesh,Lucknow,Malihabad,26.0891,81.5164,Rice,Basmati,250,B,05-08-2026,36.55
F240,Kavitha,Punjab,Ludhiana,Samrala,15.3949,79.4409,Onion,Nashik Red,1000,C,03-09-2026,34.32
F241,Manjunath,Tamil Nadu,Coimbatore,Mettupalayam,15.0438,82.6028,Sugarcane,Local,800,A,13-09-2026,3.71
F242,Anitha,Andhra Pradesh,Guntur,Narasaraopet,19.7381,79.8553,Onion,Local,250,A,24-08-2026,28.87
F243,Sunita,Tamil Nadu,Madurai,Usilampatti,12.3112,76.3361,Wheat,Local,1000,B,11-09-2026,27.45
F244,Krishna,Maharashtra,Pune,Shirur,26.4348,87.4936,Chilli,Guntur Sannam,300,C,01-09-2026,68.19
F245,Vijay,Andhra Pradesh,Krishna,Gudivada,20.9388,85.1423,Chilli,Local,1200,B,01-09-2026,70.04
F246,Krishna,Punjab,Ludhiana,Samrala,25.496,80.9344,Rice,Local,250,A,30-08-2026,36.31
F247,Naveen,Karnataka,Belagavi,Chikodi,18.2101,77.0596,Cotton,Local,600,B,03-08-2026,70.2
F248,Lakshmi,Karnataka,Belagavi,Athani,10.4136,86.1141,Rice,Sona Masuri,50,A,23-08-2026,42.24
F249,Prakash,Maharashtra,Pune,Daund,11.5632,76.8927,Groundnut,TMV-2,1200,B,28-08-2026,53.32
F250,Krishna,Karnataka,Belagavi,Gokak,14.938,82.0183,Potato,Local,800,B,21-08-2026,21.79
F251,Rajesh,Andhra Pradesh,Guntur,Tenali,11.4192,76.0474,Maize,Hybrid,250,C,09-08-2026,22.21
F252,Manjunath,Maharashtra,Nagpur,Hingna,18.4438,82.8708,Chilli,Guntur Sannam,800,B,10-09-2026,84.85
F253,Mahesh,Uttar Pradesh,Lucknow,Mohanlalganj,18.5859,83.298,Chilli,Local,300,B,06-08-2026,103.86
F254,Savitri,Karnataka,Belagavi,Gokak,15.9306,82.0911,Rice,Sona Masuri,200,A,21-08-2026,41.57
F255,Shiva,Uttar Pradesh,Lucknow,Malihabad,28.9475,76.2118,Tomato,Local,1000,B,30-08-2026,18.36
F256,Ashok,Karnataka,Mysuru,Nanjangud,16.4296,75.1539,Wheat,PBW-343,250,A,18-08-2026,20.75
F257,Prakash,Andhra Pradesh,Guntur,Tenali,10.5064,75.3326,Maize,Local,1200,B,15-08-2026,20.58
F258,Naveen,Uttar Pradesh,Meerut,Sardhana,16.0586,75.6883,Groundnut,Local,600,B,01-08-2026,50.16
F259,Kavitha,Andhra Pradesh,Guntur,Narasaraopet,16.5864,78.1896,Onion,Local,400,A,07-08-2026,17.06
F260,Geetha,Maharashtra,Nagpur,Katol,18.1822,84.114,Wheat,HD-2967,600,B,09-09-2026,25.2
F261,Mahesh,Andhra Pradesh,Guntur,Narasaraopet,11.2095,84.2201,Groundnut,TMV-2,200,A,07-08-2026,52.8
F262,Meena,Uttar Pradesh,Lucknow,Malihabad,24.366,77.9889,Rice,Sona Masuri,1000,A,05-09-2026,37.02
F263,Vijay,Karnataka,Belagavi,Gokak,9.7005,86.5708,Rice,Local,800,B,26-08-2026,30.91
F264,Rajesh,Uttar Pradesh,Lucknow,Malihabad,8.7655,79.0554,Rice,Sona Masuri,1000,B,03-09-2026,42.77
F265,Manjunath,Maharashtra,Nashik,Dindori,25.4481,74.2337,Maize,Local,600,B,31-08-2026,23.73
F266,Kavitha,Karnataka,Mysuru,Nanjangud,25.3764,79.9301,Tomato,Local,400,B,10-09-2026,33.68
F267,Deepak,Karnataka,Belagavi,Athani,12.9703,85.3128,Potato,Kufri Jyoti,250,A,06-08-2026,17.11
F268,Shiva,Punjab,Amritsar,Rayya,10.3967,80.0828,Onion,Nashik Red,1200,A,16-08-2026,16.16
F269,Krishna,Tamil Nadu,Coimbatore,Mettupalayam,19.4211,78.8539,Wheat,HD-2967,50,B,14-09-2026,20.09
F270,Rajesh,Andhra Pradesh,Krishna,Machilipatnam,11.0972,86.5986,Sugarcane,Co-86032,1200,B,18-08-2026,3.73
F271,Ganesh,Uttar Pradesh,Lucknow,Malihabad,27.4059,76.3363,Cotton,Bt Cotton,500,A,24-08-2026,56.11
F272,Mahesh,Punjab,Ludhiana,Jagraon,8.7703,74.6437,Onion,Local,1200,B,03-08-2026,32.17
F273,Rajesh,Uttar Pradesh,Meerut,Sardhana,13.9618,86.822,Tomato,Arka Rakshak,1200,B,27-08-2026,22.94
F274,Kavitha,Punjab,Ludhiana,Jagraon,26.1954,87.7398,Sugarcane,Co-86032,600,B,04-08-2026,3.18
F275,Santosh,Karnataka,Mysuru,Hunsur,14.9151,84.9831,Cotton,Local,100,B,01-08-2026,62.38
F276,Naveen,Tamil Nadu,Coimbatore,Mettupalayam,13.8928,74.0893,Sugarcane,Local,200,B,04-09-2026,3.76
F277,Krishna,Karnataka,Bengaluru Rural,Hoskote,24.4987,75.4553,Tomato,Hybrid PKM-1,50,B,25-08-2026,36.68
F278,Meena,Maharashtra,Nashik,Sinnar,28.2403,81.2766,Tomato,Local,1200,A,03-08-2026,38.27
F279,Naveen,Punjab,Amritsar,Rayya,10.1463,81.9495,Onion,Bellary Red,100,B,10-09-2026,31.4
F280,Rekha,Andhra Pradesh,Guntur,Tenali,24.6778,78.4528,Cotton,Local,300,C,26-08-2026,69.01
F281,Mahesh,Maharashtra,Pune,Baramati,15.4087,75.6903,Wheat,PBW-343,100,A,11-08-2026,23.6
F282,Prakash,Maharashtra,Nashik,Sinnar,24.0035,82.4462,Chilli,Local,100,A,13-09-2026,78.25
F283,Kavitha,Punjab,Ludhiana,Khanna,26.542,76.4341,Rice,Sona Masuri,400,B,13-09-2026,30.98
F284,Kavitha,Uttar Pradesh,Meerut,Sardhana,30.1165,75.83,Chilli,Guntur Sannam,150,A,04-08-2026,109.82
F285,Manjunath,Punjab,Ludhiana,Jagraon,22.7117,85.3302,Groundnut,TMV-2,100,A,05-08-2026,53.96
F286,Ashok,Punjab,Ludhiana,Khanna,17.19,74.4128,Chilli,Guntur Sannam,150,C,28-08-2026,109.3
F287,Sunita,Uttar Pradesh,Meerut,Mawana,22.1219,77.441,Rice,Basmati,250,A,10-08-2026,25.69
F288,Geetha,Uttar Pradesh,Lucknow,Mohanlalganj,27.9624,81.3614,Tomato,Local,250,A,27-08-2026,22.39
F289,Ganesh,Tamil Nadu,Coimbatore,Mettupalayam,19.5527,79.4373,Sugarcane,Local,600,B,23-08-2026,3.91
F290,Ganesh,Karnataka,Mysuru,Periyapatna,25.3705,87.9945,Rice,Basmati,250,A,31-08-2026,35.59
F291,Ganesh,Karnataka,Bengaluru Rural,Devanahalli,26.9629,85.8331,Cotton,Bt Cotton,200,B,25-08-2026,62.1
F292,Pooja,Maharashtra,Nagpur,Hingna,20.8884,76.6353,Sugarcane,Co-86032,1200,B,06-09-2026,3.56
F293,Ravi,Tamil Nadu,Madurai,Melur,20.0819,74.0096,Chilli,Guntur Sannam,100,A,08-09-2026,73.13
F294,Krishna,Maharashtra,Pune,Shirur,11.6164,75.5529,Wheat,Local,50,A,07-09-2026,25.64
F295,Geetha,Punjab,Ludhiana,Samrala,24.6117,80.1162,Maize,Hybrid,300,A,09-08-2026,23.86
F296,Ganesh,Uttar Pradesh,Lucknow,Malihabad,24.6479,78.1232,Potato,Local,200,B,12-08-2026,15.78
F297,Anitha,Andhra Pradesh,Guntur,Narasaraopet,20.9421,87.1136,Groundnut,Local,150,B,09-09-2026,54.42
F298,Rajesh,Punjab,Ludhiana,Khanna,23.2405,84.21,Sugarcane,Local,150,B,06-08-2026,3.82
F299,Shiva,Uttar Pradesh,Meerut,Mawana,24.3491,74.6741,Rice,Basmati,1200,A,17-08-2026,40.74
F300,Geetha,Andhra Pradesh,Krishna,Machilipatnam,19.0488,86.0967,Maize,Local,400,A,25-08-2026,18.61
F301,Kavitha,Andhra Pradesh,Guntur,Tenali,10.804,78.7853,Chilli,Guntur Sannam,50,A,21-08-2026,75.67
F302,Geetha,Maharashtra,Nagpur,Kamptee,23.9991,80.0385,Potato,Kufri Jyoti,300,B,09-09-2026,20.93
F303,Deepak,Maharashtra,Nagpur,Hingna,20.6905,86.958,Wheat,HD-2967,100,A,13-08-2026,23.27
F304,Naveen,Punjab,Amritsar,Tarn Taran,11.879,79.0516,Rice,Basmati,50,A,05-09-2026,41.8
F305,Lakshmi,Karnataka,Mysuru,Periyapatna,14.9199,75.1471,Groundnut,TMV-2,200,A,14-08-2026,53.42
F306,Shiva,Punjab,Amritsar,Tarn Taran,27.9808,79.1716,Chilli,Local,100,B,25-08-2026,71.09
F307,Manjunath,Karnataka,Mysuru,Hunsur,25.0492,83.3446,Chilli,Local,200,B,06-09-2026,63.7
F308,Pooja,Andhra Pradesh,Krishna,Gudivada,17.7099,81.4972,Groundnut,Local,600,A,25-08-2026,66.37
F309,Savitri,Tamil Nadu,Coimbatore,Mettupalayam,21.0668,81.2354,Cotton,Bt Cotton,400,C,15-09-2026,55.69
F310,Naveen,Andhra Pradesh,Guntur,Tenali,17.8142,87.8359,Chilli,Guntur Sannam,150,C,13-08-2026,67.57
F311,Rekha,Maharashtra,Nagpur,Kamptee,20.74,81.7288,Groundnut,TMV-2,300,C,05-08-2026,51.74
F312,Lakshmi,Tamil Nadu,Madurai,Melur,21.3189,87.5076,Groundnut,TMV-2,100,A,10-08-2026,61.33
F313,Rekha,Karnataka,Belagavi,Chikodi,21.8972,74.5245,Cotton,Local,400,A,11-09-2026,64.71
F314,Rekha,Uttar Pradesh,Meerut,Kharkhoda,9.5844,80.6531,Groundnut,TMV-2,50,A,22-08-2026,63.81
F315,Sunita,Punjab,Ludhiana,Samrala,29.8949,77.1914,Cotton,Local,250,B,14-09-2026,68.7
F316,Pooja,Andhra Pradesh,Krishna,Gudivada,28.5955,79.7004,Cotton,Local,800,B,13-08-2026,63.83
F317,Savitri,Tamil Nadu,Madurai,Melur,25.6714,81.34,Potato,Kufri Jyoti,100,A,02-09-2026,16.03
F318,Shiva,Karnataka,Bengaluru Rural,Devanahalli,24.0019,77.8357,Rice,Basmati,200,A,04-08-2026,43.36
F319,Mahesh,Tamil Nadu,Madurai,Melur,27.6506,82.2163,Tomato,Local,300,A,29-08-2026,21.91
F320,Vijay,Punjab,Ludhiana,Samrala,25.6563,77.0005,Onion,Nashik Red,50,A,11-08-2026,32.08
F321,Ravi,Andhra Pradesh,Guntur,Tenali,28.5533,83.0632,Cotton,Local,600,A,13-09-2026,55.18
F322,Shiva,Karnataka,Bengaluru Rural,Hoskote,28.2006,85.9222,Groundnut,TMV-2,1200,C,11-09-2026,55.51
F323,Deepak,Punjab,Ludhiana,Samrala,29.7627,85.7513,Cotton,Local,800,A,02-09-2026,74.99
F324,Meena,Andhra Pradesh,Krishna,Gudivada,27.4528,77.6561,Onion,Nashik Red,100,A,18-08-2026,27.81
F325,Ramesh,Andhra Pradesh,Krishna,Machilipatnam,15.5309,75.959,Wheat,PBW-343,200,C,08-09-2026,23.23
F326,Rajesh,Andhra Pradesh,Krishna,Gudivada,30.3846,85.4242,Cotton,Local,400,A,03-08-2026,66.66
F327,Rekha,Andhra Pradesh,Guntur,Narasaraopet,10.6473,75.7912,Sugarcane,Local,150,B,05-09-2026,3.18
F328,Savitri,Andhra Pradesh,Guntur,Narasaraopet,28.0106,79.2036,Onion,Local,300,A,20-08-2026,23.41
F329,Ashok,Punjab,Amritsar,Ajnala,28.0674,81.0067,Chilli,Guntur Sannam,1000,B,09-09-2026,64.27
F330,Shiva,Uttar Pradesh,Lucknow,Mohanlalganj,21.0269,86.6927,Tomato,Local,150,C,22-08-2026,27
F331,Prakash,Maharashtra,Nashik,Dindori,9.7763,80.3287,Wheat,HD-2967,500,A,12-08-2026,22.51
F332,Ramesh,Maharashtra,Nagpur,Kamptee,17.9386,80.6836,Chilli,Guntur Sannam,150,B,10-09-2026,85.76
F333,Vijay,Karnataka,Belagavi,Chikodi,23.3885,82.7736,Sugarcane,Co-86032,300,B,03-09-2026,3.19
F334,Sunita,Maharashtra,Nagpur,Hingna,9.9363,74.6401,Cotton,Bt Cotton,100,A,07-09-2026,61.12
F335,Ramesh,Uttar Pradesh,Lucknow,Mohanlalganj,28.4517,85.3681,Wheat,Local,500,A,13-08-2026,21.32
F336,Suresh,Maharashtra,Pune,Daund,16.565,83.1076,Wheat,HD-2967,1200,A,02-09-2026,21.35
F337,Lakshmi,Uttar Pradesh,Lucknow,Malihabad,11.0474,80.2204,Groundnut,Local,1000,A,02-08-2026,50.96
F338,Rekha,Tamil Nadu,Madurai,Usilampatti,23.0566,83.2748,Wheat,HD-2967,1200,B,01-08-2026,22.41
F339,Prakash,Tamil Nadu,Coimbatore,Mettupalayam,10.8378,76.7811,Onion,Bellary Red,1200,B,19-08-2026,17.28
F340,Vijay,Punjab,Ludhiana,Samrala,23.6405,80.7293,Maize,Local,150,A,01-09-2026,23.46
F341,Rekha,Karnataka,Bengaluru Rural,Angondhalli,10.1511,84.1301,Onion,Bellary Red,1000,A,06-08-2026,30.59
F342,Ashok,Andhra Pradesh,Guntur,Narasaraopet,27.2495,79.043,Cotton,Local,500,A,12-08-2026,72.48
F343,Shiva,Punjab,Amritsar,Rayya,12.2513,79.0054,Onion,Local,50,A,09-08-2026,28.27
F344,Pooja,Tamil Nadu,Madurai,Melur,14.4803,79.4,Sugarcane,Local,150,A,26-08-2026,3.96
F345,Savitri,Uttar Pradesh,Meerut,Sardhana,28.547,80.7574,Wheat,PBW-343,1200,A,11-08-2026,20.83
F346,Pooja,Andhra Pradesh,Krishna,Machilipatnam,24.5001,86.4847,Groundnut,TMV-2,300,B,13-09-2026,67.6
F347,Santosh,Uttar Pradesh,Meerut,Mawana,27.6033,81.3475,Chilli,Guntur Sannam,100,A,21-08-2026,60.74
F348,Anitha,Tamil Nadu,Coimbatore,Sulur,23.1016,82.9797,Sugarcane,Co-86032,400,B,16-08-2026,3.48
F349,Rekha,Tamil Nadu,Coimbatore,Pollachi,19.3163,77.3725,Wheat,PBW-343,500,C,11-08-2026,20.6
F350,Pooja,Karnataka,Belagavi,Chikodi,26.1277,80.2734,Potato,Local,400,B,06-08-2026,16.59
F351,Ravi,Uttar Pradesh,Lucknow,Malihabad,8.5037,75.2725,Chilli,Guntur Sannam,100,A,03-08-2026,93.43
F352,Ravi,Tamil Nadu,Madurai,Melur,15.8034,84.7438,Chilli,Local,300,B,15-08-2026,110.66
F353,Deepak,Uttar Pradesh,Lucknow,Mohanlalganj,22.4405,85.1988,Onion,Local,1000,A,22-08-2026,22.1
F354,Prakash,Tamil Nadu,Madurai,Melur,17.5026,77.5601,Tomato,Local,500,A,15-09-2026,34.34
F355,Ashok,Maharashtra,Pune,Shirur,9.523,82.8654,Rice,Sona Masuri,200,B,07-08-2026,40.14
F356,Krishna,Tamil Nadu,Coimbatore,Mettupalayam,18.0218,82.1917,Chilli,Guntur Sannam,500,A,04-08-2026,93.19
F357,Kavitha,Maharashtra,Nagpur,Katol,27.9193,81.0575,Wheat,PBW-343,150,A,12-09-2026,24.8
F358,Krishna,Uttar Pradesh,Meerut,Mawana,21.7555,86.4101,Maize,Local,250,A,09-08-2026,18.83
F359,Meena,Punjab,Amritsar,Rayya,16.0965,83.4132,Potato,Kufri Jyoti,200,A,15-09-2026,14.91
F360,Deepak,Andhra Pradesh,Guntur,Narasaraopet,24.1227,83.4394,Onion,Nashik Red,600,A,06-09-2026,33.85
F361,Ganesh,Punjab,Amritsar,Ajnala,12.8979,84.5026,Potato,Kufri Jyoti,50,A,04-08-2026,18.7
F362,Ashok,Punjab,Amritsar,Ajnala,26.4086,75.4347,Tomato,Arka Rakshak,250,A,04-09-2026,18.71
F363,Ashok,Andhra Pradesh,Guntur,Narasaraopet,16.8948,79.8319,Rice,Local,1200,A,12-09-2026,25.94
F364,Geetha,Punjab,Ludhiana,Khanna,28.5527,83.8648,Cotton,Bt Cotton,800,C,29-08-2026,71.6
F365,Lakshmi,Punjab,Ludhiana,Jagraon,29.6745,84.2911,Rice,Sona Masuri,500,A,13-09-2026,26.49
F366,Suresh,Uttar Pradesh,Meerut,Mawana,18.7593,87.1249,Cotton,Local,150,A,17-08-2026,55.11
F367,Meena,Maharashtra,Nashik,Dindori,21.0989,79.0132,Tomato,Arka Rakshak,800,B,20-08-2026,28.79
F368,Prakash,Punjab,Ludhiana,Khanna,10.5228,77.0968,Potato,Kufri Jyoti,600,A,04-09-2026,17.37
F369,Geetha,Andhra Pradesh,Krishna,Gudivada,30.4259,85.5316,Sugarcane,Local,200,C,09-09-2026,3.53
F370,Kavitha,Karnataka,Bengaluru Rural,Hoskote,9.3773,86.3992,Chilli,Guntur Sannam,1000,B,09-09-2026,74.63
F371,Sunita,Karnataka,Mysuru,Hunsur,19.6922,80.8153,Potato,Local,50,C,24-08-2026,17.14
F372,Geetha,Andhra Pradesh,Guntur,Narasaraopet,22.2925,76.9509,Potato,Kufri Jyoti,100,A,04-09-2026,17.33
F373,Anitha,Maharashtra,Nagpur,Hingna,29.1745,84.4565,Onion,Local,600,B,28-08-2026,27.93
F374,Vijay,Karnataka,Mysuru,Periyapatna,20.7779,82.0495,Sugarcane,Co-86032,100,A,12-08-2026,3.79
F375,Ravi,Punjab,Amritsar,Tarn Taran,20.2664,82.9799,Chilli,Local,400,A,25-08-2026,100.4
F376,Manjunath,Karnataka,Belagavi,Athani,25.8116,78.2189,Tomato,Arka Rakshak,100,A,02-09-2026,20.33
F377,Deepak,Punjab,Amritsar,Tarn Taran,17.1018,85.1648,Maize,Hybrid,500,A,15-08-2026,18.82
F378,Deepak,Punjab,Ludhiana,Samrala,8.6107,82.3532,Sugarcane,Co-86032,600,C,10-08-2026,3.12
F379,Anitha,Tamil Nadu,Coimbatore,Mettupalayam,28.4238,85.9204,Rice,Local,1200,C,23-08-2026,29.23
F380,Deepak,Maharashtra,Pune,Baramati,27.2495,85.9194,Groundnut,TMV-2,200,A,12-09-2026,65.99
F381,Geetha,Uttar Pradesh,Meerut,Mawana,15.7787,75.795,Onion,Nashik Red,100,A,07-09-2026,24.74
F382,Anitha,Maharashtra,Pune,Shirur,23.0073,83.7084,Groundnut,Local,200,A,29-08-2026,56.57
F383,Mahesh,Tamil Nadu,Madurai,Usilampatti,22.5984,77.8735,Maize,Hybrid,50,A,15-08-2026,22.27
F384,Manjunath,Maharashtra,Nagpur,Katol,10.8943,83.0377,Sugarcane,Local,500,A,20-08-2026,3.49
F385,Geetha,Punjab,Ludhiana,Jagraon,28.1263,85.8942,Rice,Sona Masuri,1200,C,05-08-2026,39.55
F386,Anitha,Karnataka,Belagavi,Athani,20.3729,83.1547,Maize,Hybrid,50,B,04-09-2026,23.36
F387,Vijay,Punjab,Amritsar,Ajnala,16.505,74.1483,Groundnut,TMV-2,150,A,02-09-2026,51.81
F388,Pooja,Tamil Nadu,Coimbatore,Sulur,29.7902,84.3029,Wheat,Local,150,A,06-09-2026,25.28
F389,Mahesh,Punjab,Ludhiana,Khanna,13.049,86.7082,Chilli,Guntur Sannam,100,A,15-08-2026,62.57
F390,Santosh,Uttar Pradesh,Lucknow,Mohanlalganj,22.4385,77.8289,Tomato,Local,1000,A,15-09-2026,39.31
F391,Krishna,Punjab,Ludhiana,Samrala,16.7792,86.7014,Maize,Local,800,B,05-08-2026,21.1
F392,Rekha,Uttar Pradesh,Lucknow,Mohanlalganj,13.5598,81.2036,Chilli,Local,800,A,09-08-2026,86.39
F393,Lakshmi,Maharashtra,Pune,Baramati,17.6215,78.6231,Wheat,Local,800,B,08-08-2026,25.29
F394,Ganesh,Uttar Pradesh,Lucknow,Mohanlalganj,9.4492,82.0288,Rice,Local,150,B,27-08-2026,25.45
F395,Savitri,Maharashtra,Nagpur,Katol,19.8661,79.6764,Tomato,Arka Rakshak,150,A,17-08-2026,38.29
F396,Ravi,Andhra Pradesh,Guntur,Narasaraopet,12.2525,85.6251,Onion,Local,500,B,31-08-2026,32.35
F397,Kavitha,Maharashtra,Nagpur,Kamptee,21.6237,74.9638,Groundnut,TMV-2,150,B,22-08-2026,68.45
F398,Ganesh,Uttar Pradesh,Meerut,Sardhana,26.6833,82.4772,Tomato,Local,600,C,02-09-2026,33.06
F399,Ashok,Uttar Pradesh,Meerut,Kharkhoda,20.3643,74.0168,Potato,Kufri Jyoti,100,A,09-08-2026,21.02
F400,Mahesh,Andhra Pradesh,Krishna,Gudivada,19.1067,84.7614,Sugarcane,Co-86032,1200,B,15-08-2026,3.94
F401,Prakash,Tamil Nadu,Coimbatore,Mettupalayam,27.7889,79.7211,Wheat,Local,500,B,06-08-2026,22.27
F402,Naveen,Karnataka,Belagavi,Athani,13.0192,85.26,Tomato,Arka Rakshak,600,A,01-08-2026,26.25
F403,Kavitha,Punjab,Ludhiana,Khanna,21.9614,87.8852,Maize,Local,250,C,28-08-2026,21.39
F404,Meena,Maharashtra,Nashik,Dindori,30.2472,82.0871,Potato,Local,150,A,05-09-2026,16.84
F405,Rajesh,Uttar Pradesh,Meerut,Kharkhoda,10.7061,81.1168,Onion,Bellary Red,200,A,14-09-2026,33.98
F406,Vijay,Tamil Nadu,Coimbatore,Pollachi,18.0783,74.8971,Maize,Hybrid,100,B,31-08-2026,23.56
F407,Ravi,Punjab,Ludhiana,Jagraon,19.9621,83.9625,Tomato,Arka Rakshak,400,C,26-08-2026,31.51
F408,Krishna,Karnataka,Bengaluru Rural,Nelamangala,9.2394,82.3932,Chilli,Guntur Sannam,200,C,03-09-2026,77.16
F409,Ashok,Andhra Pradesh,Guntur,Tenali,14.5706,79.5921,Tomato,Hybrid PKM-1,200,B,11-08-2026,19.91
F410,Savitri,Uttar Pradesh,Lucknow,Malihabad,24.4751,81.8276,Potato,Kufri Jyoti,1200,B,06-08-2026,17.5
F411,Lakshmi,Punjab,Amritsar,Tarn Taran,14.2444,79.6999,Rice,Local,200,A,26-08-2026,36.5
F412,Meena,Tamil Nadu,Coimbatore,Sulur,26.3892,82.0485,Cotton,Local,100,B,17-08-2026,72.52
F413,Kavitha,Uttar Pradesh,Lucknow,Mohanlalganj,19.1033,77.6095,Rice,Sona Masuri,500,B,07-09-2026,42.24
F414,Kavitha,Andhra Pradesh,Guntur,Tenali,14.2937,78.0221,Sugarcane,Local,300,B,01-08-2026,3.7
F415,Ashok,Andhra Pradesh,Krishna,Machilipatnam,14.4197,87.2597,Potato,Kufri Jyoti,500,A,14-08-2026,20.94
F416,Ravi,Maharashtra,Nashik,Dindori,12.9609,77.4957,Rice,Basmati,1200,A,17-08-2026,29.14
F417,Suresh,Punjab,Ludhiana,Khanna,25.3134,81.5806,Onion,Local,1000,C,01-09-2026,27.28
F418,Suresh,Uttar Pradesh,Lucknow,Mohanlalganj,13.386,82.0733,Chilli,Local,500,A,02-09-2026,76.82
F419,Krishna,Tamil Nadu,Madurai,Usilampatti,18.5583,75.6852,Potato,Kufri Jyoti,600,A,13-09-2026,19.76
F420,Deepak,Uttar Pradesh,Lucknow,Malihabad,21.9811,77.6358,Tomato,Arka Rakshak,200,A,07-08-2026,25.16
F421,Kavitha,Punjab,Ludhiana,Samrala,23.9157,79.2123,Chilli,Local,300,A,28-08-2026,72.63
F422,Kavitha,Punjab,Amritsar,Ajnala,26.1899,81.7748,Groundnut,Local,800,B,07-08-2026,64.42
F423,Deepak,Maharashtra,Pune,Daund,28.1519,82.8291,Wheat,Local,50,A,01-09-2026,21.08
F424,Rekha,Andhra Pradesh,Krishna,Gudivada,23.6919,74.8405,Cotton,Local,600,C,04-08-2026,62.97
F425,Lakshmi,Uttar Pradesh,Meerut,Mawana,14.1697,74.2777,Sugarcane,Local,300,A,05-09-2026,3.93
F426,Manjunath,Punjab,Ludhiana,Jagraon,25.5444,80.257,Groundnut,Local,250,A,13-09-2026,60.21
F427,Manjunath,Uttar Pradesh,Lucknow,Mohanlalganj,21.9708,79.6668,Wheat,HD-2967,1000,B,22-08-2026,23.37
F428,Shiva,Karnataka,Bengaluru Rural,Hoskote,22.6822,77.7975,Rice,Sona Masuri,300,B,15-09-2026,30.35
F429,Manjunath,Punjab,Amritsar,Tarn Taran,29.1896,83.8098,Wheat,HD-2967,50,A,16-08-2026,25.3
F430,Manjunath,Maharashtra,Pune,Shirur,9.08,79.5582,Onion,Local,100,C,31-08-2026,25.97
F431,Geetha,Karnataka,Mysuru,Periyapatna,13.9427,77.9785,Wheat,HD-2967,1000,C,25-08-2026,22.47
F432,Rekha,Maharashtra,Pune,Daund,18.7783,86.1926,Wheat,HD-2967,50,B,21-08-2026,26.91
F433,Geetha,Tamil Nadu,Madurai,Melur,27.8005,80.0897,Potato,Kufri Jyoti,800,B,10-09-2026,19.49
F434,Krishna,Andhra Pradesh,Krishna,Gudivada,11.9258,74.1478,Chilli,Guntur Sannam,100,A,24-08-2026,84.73
F435,Ravi,Maharashtra,Nashik,Sinnar,25.3491,85.1715,Chilli,Guntur Sannam,1200,C,31-08-2026,77.98
F436,Kavitha,Maharashtra,Pune,Daund,12.0919,84.3196,Sugarcane,Co-86032,400,C,28-08-2026,3.39
F437,Santosh,Uttar Pradesh,Meerut,Mawana,23.5621,77.9855,Onion,Nashik Red,1000,A,09-09-2026,31.15
